pk,id,name,level,status,macroareas
1611,timo1263,Timote,dialect,Unknown,South America
1612,cuic1235,Cuica,dialect,Unknown,South America
1613,boik1241,Boikin,language,threatened,Papunesia
1614,nucl1642,Nuclear Ndu,family,Unknown,Papunesia
1615,ngal1300,Ngala,language,shifting,Papunesia
1616,urua1245,Uruak,dialect,Unknown,South America
1617,awak1251,Awake,dialect,Unknown,South America
1618,jebe1250,Jebero,language,nearly extinct,South America
1619,chay1248,Shawi,language,threatened,South America
1620,west2573,Western Eleman,family,Unknown,Papunesia
1621,east2494,Eastern Eleman,family,Unknown,Papunesia
1622,buna1275,Bunaba,language,nearly extinct,Australia
1623,goon1238,Gooniyandi,language,moribund,Australia
1624,west2780,Western Mande,family,Unknown,Africa
1625,east2697,Eastern Mande,family,Unknown,Africa
1626,mill1237,Millcayac,language,extinct,South America
1627,alle1238,Allentiac,language,extinct,South America
1628,ofay1240,Ofayé,language,moribund,South America
1629,maxa1246,Maxakalian,family,Unknown,South America
1630,jabu1249,Jabuti,family,Unknown,South America
1631,rikb1245,Rikbaktsa,language,shifting,South America
1632,jeee1236,Je,family,Unknown,South America
1633,kara1500,Karajá,language,shifting,South America
1634,aimo1246,Aimore,family,Unknown,South America
1635,anga1290,Angaataha,language,not endangered,Papunesia
1636,nucl1763,Nuclear Angan,family,Unknown,Papunesia
1637,patw1250,Patwin,language,nearly extinct,North America
1638,wint1259,Wintu,language,extinct,North America
1639,ango1254,Angor,language,shifting,Papunesia
1640,dera1245,Dera (Indonesia),language,shifting,Papunesia
1641,foii1241,Foi,language,not endangered,Papunesia
1642,fiwa1240,Fiwaga,language,threatened,Papunesia
1643,zoqu1261,Zoque,family,Unknown,North America
1644,mixe1286,Mixe,family,Unknown,North America
1645,timu1265,Timuqva,dialect,Unknown,North America
1646,tawa1290,Tawasa,dialect,Unknown,North America
1647,laab1237,Laabe,dialect,Unknown,Africa
1648,nucl1429,Nuclear Laal,dialect,Unknown,Africa
1649,west2505,Western Saharan,family,Unknown,Africa
1650,east2432,Eastern Saharan,family,Unknown,Africa
1651,djee1236,Djeebbana,language,shifting,Australia
1652,bure1237,Burera-Nakara,family,Unknown,Australia
1653,maun1240,Mawng,language,threatened,Australia
1654,amar1271,Amurdak,language,nearly extinct,Australia
1655,cent2228,Central Iwaidjic,family,Unknown,Australia
1656,bine1240,Bine,language,not endangered,Papunesia
1657,meri1244,Meriam,language,shifting,Papunesia
1658,wipi1242,Wipi,language,not endangered,Papunesia
1659,gizr1240,Gizrra,language,shifting,Papunesia
1660,circ1239,Circassian,family,Unknown,Eurasia
1661,ubyk1235,Ubykh,language,extinct,Eurasia
1662,abkh1243,Abkhaz-Abaza,family,Unknown,Eurasia
1663,nort3147,Northern Tungusic,family,Unknown,Eurasia
1664,east2366,Central Tungusic,family,Unknown,Eurasia
1665,manc1250,Manchu-Jurchen,family,Unknown,Eurasia
1666,achu1247,Achumawi,language,nearly extinct,North America
1667,atsu1245,Atsugewi,language,extinct,North America
1668,peba1242,Peba-Yameo,family,Unknown,South America
1669,yagu1244,Yagua,language,shifting,South America
1670,taca1255,Tacanan,family,Unknown,South America
1671,pano1256,Panoan,family,Unknown,South America
1672,quep1238,Quepos,language,extinct,North America
1673,calc1235,Calchaqui,language,extinct,South America
1674,quil1251,Quillacinga,language,extinct,South America
1675,uruc1243,Urucucús,language,extinct,South America
1676,saca1239,Sacata,language,extinct,South America
1677,pija1235,Pijao,language,extinct,South America
1678,okwa1236,Okwa,language,extinct,Africa
1679,wenr1236,Wenro,language,extinct,North America
1680,camu1235,Camunic,language,extinct,Eurasia
1681,naol1234,Naolan,language,extinct,North America
1682,coli1235,Colima,language,extinct,South America
1683,sout2466,South-Arabian-Unknown-k,language,extinct,Eurasia
1684,peri1250,Pericú,language,extinct,North America
1685,catu1242,Catuquinaru-Bach,language,extinct,South America
1686,tapa1261,Tapajó,language,extinct,South America
1687,sanf1266,San Francisco Solano,language,extinct,North America
1688,pata1255,Patagon,language,extinct,South America
1689,hamb1239,Hamba NW of Nachingwea south of Mbemkuru River,language,extinct,Africa
1690,quig1235,Quignam,language,extinct,South America
1691,hoxa1234,Hoxa,language,extinct,South America
1692,bagu1249,Bagua,language,extinct,South America
1693,kake1234,Kakesio Dorobo,language,Unknown,Africa
1694,sans1265,Sansimoniano,language,extinct,South America
1695,mehe1242,Meherrin,language,extinct,North America
1696,kass1244,Kassite,language,Unknown,Eurasia
1697,mino1236,Minoan,language,extinct,Eurasia
1698,mang1422,Mangree,language,Unknown,Africa
1699,gail1235,Gail,language,extinct,Africa
1700,conc1237,Concho,language,extinct,North America
1701,chac1253,Chacha,language,extinct,South America
1702,neut1237,Neutral-Atiouandaronk,language,extinct,North America
1703,komt1237,Komta,language,Unknown,Africa
1704,kogu1234,Koguryo,language,extinct,Eurasia
1705,tart1237,Tartessian,language,extinct,Eurasia
1706,kari1255,Karirí-Xocó,language,extinct,South America
1707,puru1267,Puruguay,language,extinct,South America
1708,eteo1236,Eteocretan,language,extinct,Eurasia
1709,envu1234,Envuelto,language,extinct,South America
1710,wavu1234,Wawu-II,language,extinct,Africa
1711,pamu1240,Pamunkey,language,Unknown,North America
1712,amot1239,Amotomanco,language,Unknown,North America
1713,pict1238,Pictish,language,extinct,Eurasia
1714,mara1417,Marau Wawa,language,extinct,Papunesia
1715,natu1248,Natú,language,extinct,South America
1716,mali1242,Malibu,language,extinct,South America
1717,bida1238,Bidai,language,extinct,North America
1718,erie1238,Erie,language,extinct,North America
1719,quer1237,Querandi,language,extinct,South America
1720,chho1235,Chholo,language,Unknown,South America
1721,jeni1237,Jenipapo-Kanindé,language,extinct,South America
1722,game1240,Gamela of Viana,language,extinct,South America
1723,calu1239,Calusa,language,extinct,North America
1724,guai1246,Guaicaro,language,extinct,South America
1725,aran1265,Aranama,language,extinct,North America
1726,imba1237,Imbabura,language,extinct,South America
1727,lemn1237,Lemnian,language,extinct,Eurasia
1728,sica1234,Sicana,language,extinct,Eurasia
1729,muel1234,Muellamues,language,extinct,South America
1730,illy1234,Illyrian,language,extinct,Eurasia
1731,uamu1236,Uamué,language,extinct,South America
1732,arac1235,Aracaju,language,extinct,South America
1733,panz1235,Panzaleo,language,extinct,South America
1734,dima1246,Dima-Bottego,language,Unknown,Africa
1735,bazi1237,Bazigar,language,shifting,Eurasia
1736,baen1237,Baenan,language,extinct,South America
1737,tanp1235,Tanpachoa,language,Unknown,North America
1738,tara1303,Tarairiu,language,extinct,South America
1739,nort1401,North Picene,language,extinct,Eurasia
1740,kapi1248,Kapinawá,language,extinct,South America
1741,pola1249,Polari,language,extinct,Eurasia
1742,arub1238,Aruba,language,extinct,South America
1743,cara1245,Carabayo,language,extinct,South America
1744,numi1241,Numidian,language,extinct,Africa
1745,quin1236,Quinqui,language,not endangered,Eurasia
1746,pita1243,Pitaguary,language,extinct,South America
1747,eteo1240,Eteocypriot,language,extinct,Eurasia
1748,sere1258,Serengeti Dorobo,language,Unknown,Africa
1749,anci1248,Ancient Ligurian,language,extinct,Eurasia
1750,past1243,Pasto,language,extinct,South America
1751,copa1238,Copallen,language,extinct,South America
1752,kata1268,Katabaga,language,extinct,Papunesia
1753,guti1235,Gutian,language,extinct,Eurasia
1754,fayj1234,Fayjatases,language,extinct,South America
1755,waka1282,Wakabunga,language,extinct,Australia
1756,paya1237,Payaya,language,extinct,North America
1757,vazi1234,Vazimba,language,Unknown,Africa
1758,elym1237,Elymian,language,Unknown,Eurasia
1759,xion1234,Xiong-Nu,language,extinct,Eurasia
1760,cusa1237,Cusabo,language,Unknown,North America
1761,okwa1235,Okwanuchu,language,Unknown,North America
1762,raet1238,Raetic,language,extinct,Eurasia
1763,tait1247,Cushitic Taita,language,extinct,Africa
1764,quin1252,Quinigua,language,extinct,North America
1765,ambe1246,Ambermo,language,Unknown,Papunesia
1766,taba1269,Tabancal,language,extinct,South America
1767,cabi1242,Cabixi-Natterer,language,extinct,South America
1768,kant1247,Kantarure,language,extinct,South America
1769,kamb1239,Kambiwá,language,extinct,South America
1770,cuev1238,Cueva,language,extinct,North America
1771,hait1241,Haitian Vodoun Culture Language,language,extinct,North America
1772,paek1234,Paekche,language,extinct,Eurasia
1773,urup1235,Uru-Pa-In,language,not endangered,South America
1774,poya1239,Poya,language,extinct,South America
1775,sill1240,Silla,language,extinct,Eurasia
1776,muzo1235,Muzo,language,extinct,South America
1777,mang1364,Mangio,language,Unknown,Africa
1778,dama1262,Dama (Sierra Leone),language,extinct,Africa
1779,kara1506,Kara,language,extinct,South America
1780,trav1235,Traveller Scottish,language,threatened,Eurasia
1781,name1237,Ná-Meo,language,not endangered,Eurasia
1782,panc1242,Panche,language,extinct,South America
1783,monq1236,Monqui,language,extinct,North America
1784,yana1258,Yanacona,language,extinct,South America
1785,paca1243,Pacahuaras-Castillo,language,extinct,South America
1786,guac1240,Guachipas,language,extinct,South America
1787,dege1245,Degere,language,extinct,Africa
1788,idab1234,Idabaez,language,extinct,South America
1789,kain1277,Kainuu Saami,language,extinct,Eurasia
1790,unai1234,Unainuman,language,extinct,South America
1791,sicu1234,Sicula,language,extinct,Eurasia
1792,kaim1235,Kaimbé,language,extinct,South America
1793,temb1278,Tembey,language,extinct,South America
1794,xoco1235,Xoco,language,extinct,South America
1795,flyr1238,Fly River,dialect,Unknown,Papunesia
1796,aram1254,Aramia River,dialect,Unknown,Papunesia
1797,baib1251,Baibai,language,shifting,Papunesia
1798,fass1245,Momu-Fas,language,shifting,Papunesia
1799,alor1249,Alor-Pantar,family,Unknown,Papunesia
1800,east2519,East Timor-Bunaq,family,Unknown,Papunesia
1801,mura1273,Múra,dialect,Unknown,South America
1802,tequ1245,Tequistlateco Chontal,language,extinct,North America
1803,high1242,Highland Oaxaca Chontal,language,shifting,North America
1804,lowl1260,Lowland Oaxaca Chontal,language,moribund,North America
1805,jeme1245,Towa,language,shifting,North America
1806,tiwa1254,Tiwa-Piro,family,Unknown,North America
1807,kiow1266,Kiowa,language,nearly extinct,North America
1808,tewa1261,Tewa,family,Unknown,North America
1809,west2881,Western Atakapa,dialect,Unknown,North America
1810,east2802,Eastern Atakapa,dialect,Unknown,North America
1811,juku1256,Ju-Kung,family,Unknown,Africa
1812,hoaa1235,Amkoe,language,moribund,Africa
1813,east2418,Eastern Nilotic,family,Unknown,Africa
1814,sout2830,Southern Nilotic,family,Unknown,Africa
1815,west2493,Western Nilotic,family,Unknown,Africa
1816,haus1258,Hausa-based pidgin,family,Unknown,Africa
1817,russ1269,Russian-based pidgin,family,Unknown,Eurasia
1818,boba1251,Bobangi-based pidgin,family,Unknown,Africa
1819,swed1256,Swedish-based pidgin,family,Unknown,Eurasia
1820,tuka1250,Tukang Besi-based pidgin,family,Unknown,Papunesia
1821,fren1279,French-based pidgin,family,Unknown,Africa
1821,fren1279,French-based pidgin,family,Unknown,Eurasia
1821,fren1279,French-based pidgin,family,Unknown,North America
1821,fren1279,French-based pidgin,family,Unknown,Papunesia
1822,engl1287,English-based pidgin,family,Unknown,Africa
1822,engl1287,English-based pidgin,family,Unknown,Australia
1822,engl1287,English-based pidgin,family,Unknown,Eurasia
1822,engl1287,English-based pidgin,family,Unknown,North America
1822,engl1287,English-based pidgin,family,Unknown,Papunesia
1823,yima1247,Yimas-based pidgin,family,Unknown,Papunesia
1824,otta1243,Ottawa-based pidgin,family,Unknown,North America
1825,sepi1259,Sepik Iwam-based pidgin,family,Unknown,Papunesia
1826,mala1547,Malay-based pidgin,family,Unknown,Australia
1827,port1294,Portuguese-based pidgin,family,Unknown,Eurasia
1828,mini1258,Minigir-based pidgin,family,Unknown,Papunesia
1829,japa1257,Japanese-based pidgin,family,Unknown,Eurasia
1830,motu1248,Motu-based pidgin,family,Unknown,Papunesia
1831,tahi1243,Tahitian-based pidgin,family,Unknown,Papunesia
1832,zulu1250,Zulu-based pidgin,family,Unknown,Africa
1833,ewon1242,Ewondo-based pidgin,family,Unknown,Africa
1834,ihab1242,Iha-based pidgin,family,Unknown,Papunesia
1835,tobi1240,Tobi-based pidgin,family,Unknown,Papunesia
1836,swah1255,Swahili-based pidgin,family,Unknown,Africa
1837,arab1397,Arabic-based pidgin,family,Unknown,Africa
1837,arab1397,Arabic-based pidgin,family,Unknown,Eurasia
1838,hind1272,Hindustani-based pidgin,family,Unknown,Papunesia
1839,fiji1244,Fijian-based pidgin,family,Unknown,Papunesia
1840,eski1267,Eskimo-based pidgin,family,Unknown,Eurasia
1840,eski1267,Eskimo-based pidgin,family,Unknown,North America
1841,chin1492,Chinook-based pidgin,family,Unknown,North America
1842,mana1302,Manambu-based pidgin,family,Unknown,Papunesia
1843,basq1268,Basque-based pidgin,family,Unknown,North America
1844,onin1246,Onin-based pidgin,family,Unknown,Papunesia
1845,germ1289,German-based pidgin,family,Unknown,Eurasia
1846,dutc1258,Dutch-based pidgin,family,Unknown,Africa
1847,duvl1243,Duvle-based pidgin,family,Unknown,Papunesia
1848,gali1266,Galibi-based pidgin,family,Unknown,South America
1849,enga1255,Enga-based pidgin,family,Unknown,Papunesia
1850,roma1335,Romance-based pidgin,family,Unknown,Africa
1851,meke1244,Mekeo-based pidgin,family,Unknown,Papunesia
1852,ngar1294,Ngarluma-based pidgin,family,Unknown,Australia
1853,assa1271,Assamese-based pidgin,family,Unknown,Eurasia
1854,choc1282,Choctaw-based pidgin,family,Unknown,North America
1855,trio1239,Trio-based pidgin,family,Unknown,South America
1856,hawa1248,Hawaiian-based pidgin,family,Unknown,North America
1857,kaur1273,Kaurna-based pidgin,family,Unknown,Australia
1858,span1268,Spanish-based pidgin,family,Unknown,Eurasia
1858,span1268,Spanish-based pidgin,family,Unknown,South America
1859,delw1234,Delware-based pidgin,family,Unknown,North America
1860,icel1249,Icelandic-based pidgin,family,Unknown,Eurasia
1861,womp1235,Wom (Papua New Guinea),language,shifting,Papunesia
1862,auol1234,Au-Olo-Elkei,family,Unknown,Papunesia
1863,mari1433,Marienberg,family,Unknown,Papunesia
1864,urim1252,Urim,language,shifting,Papunesia
1865,komb1276,Kombio-Arapesh-Urat,family,Unknown,Papunesia
1866,ning1276,Ningil-Yil,family,Unknown,Papunesia
1867,nucl1722,Nuclear Palai,family,Unknown,Papunesia
1868,yauy1236,Yau-Yis,family,Unknown,Papunesia
1869,nabi1239,Nabi-Metan,language,shifting,Papunesia
1870,beli1258,Beli (Papua New Guinea),language,threatened,Papunesia
1871,wana1268,Wanap,language,shifting,Papunesia
1872,laek1243,Laeko-Libuat,language,shifting,Papunesia
1873,nucl1590,Nuclear Maimai,family,Unknown,Papunesia
1874,mini1253,Minidien,language,nearly extinct,Papunesia
1875,unun9969,Unclassified Nuclear Torricelli,family,Unknown,Papunesia
1876,galu1240,Galu-Alu,family,Unknown,Papunesia
1877,west2580,West Wapei,family,Unknown,Papunesia
1878,west2788,West Palai,family,Unknown,Papunesia
1879,guda1245,Ngurlun,family,Unknown,Australia
1880,djam1254,Yirram,family,Unknown,Australia
1881,djin1251,Jingulu,language,moribund,Australia
1882,tigr1252,Tigray,dialect,Unknown,Africa
1883,taka1265,Takazze-Setiit,dialect,Unknown,Africa
1884,bita1252,Bitama,dialect,Unknown,Africa
1885,aima1242,Aimara,dialect,Unknown,Africa
1886,soko1249,Sokodasa,dialect,Unknown,Africa
1887,ilit1242,Ilit,dialect,Unknown,Africa
1888,tika1245,Tika,dialect,Unknown,Africa
1889,mard1244,Marda,dialect,Unknown,Africa
1890,bark1246,Barka,dialect,Unknown,Africa
1891,mogh1245,Mogholi,language,extinct,Eurasia
1892,oira1260,Eastern Mongolic,family,Unknown,Eurasia
1893,daur1238,Dagur,language,shifting,Eurasia
1894,midd1351,Middle Mongol,language,extinct,Eurasia
1895,sout2705,Southern Periphery Mongolic,family,Unknown,Eurasia
1896,wich1260,Wichita,language,extinct,North America
1897,pawn1252,Pawnee-Kitsai,family,Unknown,North America
1898,huch1234,Huchnom,dialect,Unknown,North America
1899,yuki1244,Yuki,dialect,Unknown,North America
1900,coas1323,Coast Yuki,dialect,Unknown,North America
1901,okol1242,Okol-Opucikwar,family,Unknown,Eurasia
1902,okoj1239,Okojuwoi,language,extinct,Eurasia
1903,akab1249,Akabea,language,extinct,Eurasia
1904,akar1243,Akarbale,language,extinct,Papunesia
1905,nort2678,Northern Great Andamanese,family,Unknown,Eurasia
1906,akak1252,Akakede,language,extinct,Eurasia
1907,fuga1235,Fuga of Jimma,dialect,Unknown,Africa
1908,toba1264,Toba (Ethiopia),dialect,Unknown,Africa
1909,anfi1235,Anfillo,language,shifting,Africa
1910,sout2835,South Gonga,family,Unknown,Africa
1911,boro1277,Boro (Ethiopia),language,shifting,Africa
1912,shee1239,She (Ethiopia),dialect,Unknown,Africa
1913,nucl1433,Nuclear Bench,dialect,Unknown,Africa
1914,merr1238,Mer (Bench),dialect,Unknown,Africa
1915,char1269,Chara,language,shifting,Africa
1916,east2423,East Ometo,family,Unknown,Africa
1917,nort3161,North-West Ometo,family,Unknown,Africa
1918,raoo1244,Rao,language,shifting,Papunesia
1919,bana1292,Banaro,language,shifting,Papunesia
1920,agoa1234,Agoan,family,Unknown,Papunesia
1921,goam1234,Goam,family,Unknown,Papunesia
1922,aian1241,Aian,family,Unknown,Papunesia
1923,lowe1439,Lower Ramu,family,Unknown,Papunesia
1924,ango1255,Angoram,language,shifting,Papunesia
1925,cham1313,Chambri,language,shifting,Papunesia
1926,norr1244,Nor,family,Unknown,Papunesia
1927,kara1498,Karawarian,family,Unknown,Papunesia
1928,uare1241,Uare,language,not endangered,Papunesia
1929,hume1246,Humene,language,not endangered,Papunesia
1930,iaib1239,Iaibu,dialect,Unknown,Papunesia
1931,nucl1624,Nuclear Mulaha,dialect,Unknown,Papunesia
1932,huas1242,Huastec,language,shifting,North America
1933,chic1271,Chicomuceltec,language,extinct,North America
1934,quic1274,Quichean-Mamean,family,Unknown,North America
1935,yuca1252,Yucatecan,family,Unknown,North America
1936,west2865,Western Mayan,family,Unknown,North America
1937,abip1241,Abipon,language,extinct,South America
1938,qomm1235,Qom,family,Unknown,South America
